sessionId	itemId	timeframe	Time
59	4016	127567	1462723200.0
59	5691	164059	1462723200.0
59	5691	207998	1462723200.0
60	22128	22704	1462723200.0
60	22128	71762	1462723200.0
63	14763	67322	1462723200.0
63	380340	24674	1462723200.0
63	380340	1097736	1462723200.0
63	378944	1171005	1462723200.0
65	2809	82609	1460044800.0
65	2809	21182	1460044800.0
66	3680	67141	1460131200.0
66	69390	7750	1460131200.0
67	32005	465536	1460131200.0
67	10589	246535	1460131200.0
67	10589	555405	1460131200.0
67	10589	578279	1460131200.0
67	10589	457260	1460131200.0
67	15507	567232	1460131200.0
67	38707	639533	1460131200.0
67	8379	1016185	1460131200.0
67	66764	171936	1460131200.0
67	66765	30583	1460131200.0
67	68301	1084682	1460131200.0
67	24578	294238	1460131200.0
67	90377	831599	1460131200.0
68	280626	996598	1460131200.0
68	280626	523323	1460131200.0
68	280626	691082	1460131200.0
68	280626	1111759	1460131200.0
68	280626	733083	1460131200.0
68	280626	1049093	1460131200.0
68	14614	8562	1460131200.0
68	14614	535672	1460131200.0
68	14614	859241	1460131200.0
68	14614	568656	1460131200.0
68	380235	1073501	1460131200.0
70	4151	512255	1460131200.0
70	55269	653412	1460131200.0
70	34142	579915	1460131200.0
70	35818	10464	1460131200.0
70	7747	188758	1460131200.0
71	1296	24301	1460131200.0
71	16116	133884	1460131200.0
71	22099	570815	1460131200.0
71	63076	385888	1460131200.0
71	154670	532243	1460131200.0
71	3563	89312	1460131200.0
71	3563	505558	1460131200.0
71	170561	598110	1460131200.0
75	14912	8772	1460044800.0
75	40921	349408	1460044800.0
76	32902	21869	1460044800.0
76	148626	221572	1460044800.0
76	90683	306071	1460044800.0
77	30058	624788	1459958400.0
77	30294	944903	1459958400.0
77	8732	647283	1459958400.0
77	9582	174951	1459958400.0
77	2745	129944	1459958400.0
77	35640	151082	1459958400.0
77	131319	691136	1459958400.0
79	8734	846548	1459958400.0
79	8735	734693	1459958400.0
79	8735	434763	1459958400.0
79	294153	653730	1459958400.0
79	74731	689069	1459958400.0
79	74731	664336	1459958400.0
79	11297	89426	1459958400.0
79	43824	513315	1459958400.0
79	45236	571973	1459958400.0
79	45236	775270	1459958400.0
79	18566	627646	1459958400.0
79	18566	702699	1459958400.0
79	45355	555924	1459958400.0
79	45355	36067	1459958400.0
79	45355	343077	1459958400.0
79	88452	322999	1459958400.0
79	135792	56099	1459958400.0
79	135792	375459	1459958400.0
79	130835	10625	1459958400.0
79	125919	120224	1459958400.0
79	125920	719031	1459958400.0
79	125920	480878	1459958400.0
81	10858	33419	1462723200.0
81	54281	361298	1462723200.0
85	2442	283790	1460044800.0
85	44612	13792	1460044800.0
85	90702	661846	1460044800.0
86	31500	18700	1460044800.0
86	31500	71362	1460044800.0
86	21864	94783	1460044800.0
87	36700	115943	1458576000.0
87	36700	104176	1458576000.0
87	11524	26334	1458576000.0
88	82691	539332	1458576000.0
88	82691	706726	1458576000.0
88	82691	11284	1458576000.0
88	39471	179867	1458576000.0
88	39471	582866	1458576000.0
88	11419	677357	1458576000.0
88	44394	1112954	1458576000.0
88	34093	509309	1458576000.0
88	87471	1020890	1458576000.0
88	132879	727652	1458576000.0
88	106324	831910	1458576000.0
88	19942	763737	1458576000.0
88	14234	620784	1458576000.0
88	126406	793046	1458576000.0
88	36621	423521	1458576000.0
88	36621	133302	1458576000.0
88	14600	596652	1458576000.0
90	11119	27556	1460044800.0
90	92881	947011	1460044800.0
92	4787	144502	1460044800.0
92	80098	73749	1460044800.0
92	169690	142582	1460044800.0
93	25460	763584	1460044800.0
93	48094	552070	1460044800.0
93	37725	18176	1460044800.0
93	30398	223698	1460044800.0
93	30398	1001944	1460044800.0
93	8250	302723	1460044800.0
93	31055	1028731	1460044800.0
93	9093	429003	1460044800.0
93	98851	505299	1460044800.0
93	19342	992821	1460044800.0
93	19342	811494	1460044800.0
93	126122	936816	1460044800.0
96	35311	74613	1462723200.0
96	35311	182006	1462723200.0
96	35495	124487	1462723200.0
100	32342	178714	1458576000.0
100	124947	33854	1458576000.0
100	84517	298596	1458576000.0
100	17050	269479	1458576000.0
100	17050	6051	1458576000.0
100	23288	104230	1458576000.0
100	23288	397788	1458576000.0
100	66682	125601	1458576000.0
100	128859	85571	1458576000.0
100	25781	357958	1458576000.0
104	10691	271471	1458489600.0
104	10691	633495	1458489600.0
104	10691	611739	1458489600.0
104	10858	7405	1458489600.0
104	10858	381182	1458489600.0
104	33404	297300	1458489600.0
105	2818	15897	1458489600.0
105	157362	198175	1458489600.0
105	164206	330969	1458489600.0
105	14170	257011	1458489600.0
105	90683	170312	1458489600.0
106	14312	1152485	1458489600.0
106	62040	918817	1458489600.0
106	170416	297215	1458489600.0
106	43654	855928	1458489600.0
106	45002	332146	1458489600.0
106	36055	929978	1458489600.0
106	107210	814029	1458489600.0
106	90603	77403	1458489600.0
106	14912	60412	1458489600.0
106	14912	984587	1458489600.0
106	107546	997748	1458489600.0
106	58998	3154	1458489600.0
106	134	692555	1458489600.0
106	20698	528801	1458489600.0
106	70219	481634	1458489600.0
106	70219	30816	1458489600.0
106	7884	573483	1458489600.0
106	166617	1038687	1458489600.0
106	71338	1174466	1458489600.0
106	1180	396023	1458489600.0
106	153734	1181805	1458489600.0
106	51535	465150	1458489600.0
106	40921	437854	1458489600.0
106	127397	313726	1458489600.0
106	9934	305563	1458489600.0
106	130105	1057579	1458489600.0
106	4479	84524	1458489600.0
106	106176	911249	1458489600.0
106	78103	1020664	1458489600.0
106	29091	949339	1458489600.0
106	135896	598099	1458489600.0
106	6185	590734	1458489600.0
106	171307	539458	1458489600.0
106	14116	749502	1458489600.0
106	164412	606695	1458489600.0
106	14310	870857	1458489600.0
106	126446	769572	1458489600.0
106	36708	451693	1458489600.0
106	171648	105628	1458489600.0
108	86161	190980	1460131200.0
108	682	122229	1460131200.0
108	10299	304972	1460131200.0
108	11989	488347	1460131200.0
108	75104	531367	1460131200.0
108	33914	994592	1460131200.0
108	34952	24233	1460131200.0
109	12233	436402	1460131200.0
109	48286	522202	1460131200.0
109	30378	371738	1460131200.0
109	30455	444413	1460131200.0
109	30455	17439	1460131200.0
109	33256	18949	1460131200.0
109	6365	535042	1460131200.0
109	36717	439364	1460131200.0
110	8549	14825	1460131200.0
110	8993	329141	1460131200.0
112	35099	41565	1460131200.0
112	47412	12360	1460131200.0
113	34053	345533	1460131200.0
113	18860	195705	1460131200.0
113	67779	66596	1460131200.0
113	57076	988970	1460131200.0
113	46225	1019037	1460131200.0
113	46225	472577	1460131200.0
113	46225	1062044	1460131200.0
113	46293	438399	1460131200.0
113	46509	651527	1460131200.0
113	130768	274546	1460131200.0
113	130768	6359	1460131200.0
113	24522	207667	1460131200.0
113	24522	236059	1460131200.0
113	46644	1087779	1460131200.0
113	57590	46529	1460131200.0
113	90105	120152	1460131200.0
113	47114	76033	1460131200.0
113	68899	94858	1460131200.0
113	131216	1170176	1460131200.0
113	7446	1116254	1460131200.0
113	7447	153646	1460131200.0
113	136612	1197913	1460131200.0
115	50344	93844	1458576000.0
115	66114	922722	1458576000.0
116	5560	4031	1458576000.0
116	83537	19217	1458576000.0
117	7068	29175	1458576000.0
117	62079	42103	1458576000.0
117	130874	31160	1458576000.0
118	82292	75541	1458576000.0
118	62762	591385	1458576000.0
119	8917	144566	1458576000.0
119	52895	361351	1458576000.0
119	52895	85368	1458576000.0
119	62123	311298	1458576000.0
119	58277	530887	1458576000.0
120	12030	630210	1462550400.0
120	56006	570719	1462550400.0
120	4869	13348	1462550400.0
120	175818	887549	1462550400.0
120	90675	790373	1462550400.0
122	83484	70885	1458576000.0
122	32138	50703	1458576000.0
122	63620	88951	1458576000.0
122	11855	13330	1458576000.0
125	3676	272642	1458576000.0
125	12841	271611	1458576000.0
125	79141	200909	1458576000.0
125	79141	89690	1458576000.0
125	79178	204714	1458576000.0
125	35495	567753	1458576000.0
125	46805	608693	1458576000.0
125	6964	612429	1458576000.0
126	89925	124297	1458576000.0
126	68520	19722	1458576000.0
127	4124	861990	1458576000.0
127	66675	15649	1458576000.0
127	79218	919351	1458576000.0
128	83655	219943	1458576000.0
128	132732	940250	1458576000.0
128	4454	248087	1458576000.0
128	192	740457	1458576000.0
128	80661	715012	1458576000.0
128	30312	399624	1458576000.0
128	48772	107850	1458576000.0
128	26432	660960	1458576000.0
128	30859	72067	1458576000.0
128	30859	116847	1458576000.0
128	30859	11407	1458576000.0
128	49340	965758	1458576000.0
128	111071	459490	1458576000.0
128	111071	588841	1458576000.0
128	62763	700651	1458576000.0
128	73711	994115	1458576000.0
128	18498	54922	1458576000.0
128	4886	756548	1458576000.0
128	24883	599284	1458576000.0
128	126237	776161	1458576000.0
128	131133	632784	1458576000.0
128	13905	353856	1458576000.0
128	6436	305031	1458576000.0
128	7033	265769	1458576000.0
132	33034	36291	1462464000.0
132	161099	21672	1462464000.0
133	34605	499215	1458576000.0
133	27047	363709	1458576000.0
133	2681	45993	1458576000.0
133	85135	145049	1458576000.0
133	10250	63969	1458576000.0
133	2980	355786	1458576000.0
133	75267	52957	1458576000.0
133	75267	8008	1458576000.0
133	75267	201909	1458576000.0
133	3325	390490	1458576000.0
133	125599	331111	1458576000.0
133	34910	478614	1458576000.0
133	35914	85017	1458576000.0
133	36126	107447	1458576000.0
133	36126	191092	1458576000.0
134	7974	9659	1458576000.0
134	36556	744014	1458576000.0
137	130823	777902	1462464000.0
137	5372	558800	1462464000.0
137	36515	23583	1462464000.0
137	173671	944167	1462464000.0
137	203487	869649	1462464000.0
137	203487	977066	1462464000.0
137	205010	817378	1462464000.0
138	167930	1019621	1462464000.0
138	57874	17086	1462464000.0
139	41905	6556	1462464000.0
139	12726	34156	1462464000.0
139	47736	67377	1462464000.0
146	2087	418960	1462464000.0
146	32082	223018	1462464000.0
146	2673	10369	1462464000.0
147	30340	604226	1462464000.0
147	30340	567931	1462464000.0
147	30340	9480	1462464000.0
147	30340	581557	1462464000.0
147	30340	596715	1462464000.0
147	30340	602447	1462464000.0
147	30366	74367	1462464000.0
147	30366	613997	1462464000.0
147	30366	91939	1462464000.0
147	30366	45753	1462464000.0
147	30366	622605	1462464000.0
147	48570	510023	1462464000.0
147	9989	833871	1462464000.0
148	85849	79105	1462550400.0
148	188217	49679	1462550400.0
148	10856	98252	1462550400.0
148	86227	12320	1462550400.0
148	86227	208483	1462550400.0
148	155745	184803	1462550400.0
148	155745	167912	1462550400.0
149	7005	211692	1462550400.0
149	7005	230585	1462550400.0
149	7005	52452	1462550400.0
149	7005	190847	1462550400.0
149	36878	16917	1462550400.0
149	47586	199924	1462550400.0
149	36885	172814	1462550400.0
150	79520	214948	1462464000.0
150	25911	20533	1462464000.0
152	24753	555246	1462464000.0
152	13607	190852	1462464000.0
152	13607	22693	1462464000.0
152	6478	95070	1462464000.0
153	30761	222513	1462464000.0
153	801	11808	1462464000.0
156	21638	7784	1462550400.0
156	7779	127911	1462550400.0
156	42163	151220	1462550400.0
156	3299	681398	1462550400.0
156	68351	337378	1462550400.0
157	11664	99369	1462550400.0
157	421	132013	1462550400.0
157	421	46643	1462550400.0
160	114824	264921	1458662400.0
160	114824	321536	1458662400.0
160	34038	33046	1458662400.0
161	69273	292857	1458662400.0
161	7104	86126	1458662400.0
162	10713	329802	1458576000.0
162	8328	981876	1458576000.0
162	49920	647545	1458576000.0
162	34952	226923	1458576000.0
163	40834	119016	1458576000.0
163	9550	15464	1458576000.0
163	9550	142113	1458576000.0
163	83972	192729	1458576000.0
163	83972	168040	1458576000.0
163	83972	54040	1458576000.0
163	62496	34927	1458576000.0
163	46871	675372	1458576000.0
163	79956	614204	1458576000.0
163	126695	747750	1458576000.0
165	89710	300621	1458576000.0
165	90622	278203	1458576000.0
165	126615	58242	1458576000.0
167	41580	6571	1462636800.0
167	30696	134642	1462636800.0
167	60795	58801	1462636800.0
169	6074	8406	1458576000.0
169	90454	140990	1458576000.0
169	90454	216926	1458576000.0
171	33836	174207	1455984000.0
171	56241	48392	1455984000.0
171	56514	13275	1455984000.0
172	10263	108046	1455984000.0
172	10691	482575	1455984000.0
172	10858	416743	1455984000.0
172	47373	285663	1455984000.0
172	36602	447781	1455984000.0
172	36602	11634	1455984000.0
174	35885	21158	1455984000.0
174	35885	65703	1455984000.0
174	30947	70695	1455984000.0
175	7095	53620	1462636800.0
175	380235	316101	1462636800.0
175	380235	290013	1462636800.0
178	13931	99099	1462723200.0
178	13931	78814	1462723200.0
181	8404	61953	1458576000.0
181	7726	19760	1458576000.0
183	33890	232351	1458576000.0
183	4603	1088520	1458576000.0
183	4926	133450	1458576000.0
186	68815	11962	1462550400.0
186	6302	95093	1462550400.0
186	6302	52717	1462550400.0
186	25215	316265	1462550400.0
186	207876	306610	1462550400.0
186	379860	391849	1462550400.0
186	379043	113608	1462550400.0
187	13064	608364	1462636800.0
187	35473	56247	1462636800.0
187	7010	411940	1462636800.0
187	36885	457043	1462636800.0
187	90621	326527	1462636800.0
187	211850	244006	1462636800.0
187	7088	172567	1462636800.0
188	93152	475830	1462636800.0
188	16826	322591	1462636800.0
188	2458	46933	1462636800.0
188	57201	389232	1462636800.0
188	162305	439953	1462636800.0
188	126422	229710	1462636800.0
192	14758	65350	1462636800.0
192	7398	28959	1462636800.0
194	51250	183508	1462636800.0
194	51250	20242	1462636800.0
196	10674	197888	1454601600.0
196	30792	8994	1454601600.0
196	6913	72296	1454601600.0
196	6913	26460	1454601600.0
201	127197	61267	1462636800.0
201	50887	162101	1462636800.0
201	11770	306321	1462636800.0
201	156673	32209	1462636800.0
201	125587	244325	1462636800.0
201	23884	79346	1462636800.0
201	20166	313067	1462636800.0
217	72130	610516	1454601600.0
217	83401	443309	1454601600.0
217	83401	348099	1454601600.0
217	98333	47792	1454601600.0
217	33240	241424	1454601600.0
217	42933	176600	1454601600.0
217	66031	870730	1454601600.0
217	76811	712586	1454601600.0
217	194264	1101330	1454601600.0
219	12319	15650	1454601600.0
219	8158	24104	1454601600.0
222	40985	295497	1462636800.0
222	47017	296444	1462636800.0
222	47135	285779	1462636800.0
222	13954	49762	1462636800.0
222	13954	10542	1462636800.0
224	13043	295665	1454688000.0
224	5582	256366	1454688000.0
224	35981	187772	1454688000.0
224	6308	209357	1454688000.0
224	36272	1062055	1454688000.0
224	36272	831529	1454688000.0
224	13931	169148	1454688000.0
228	36738	147746	1457020800.0
228	69350	143493	1457020800.0
228	69350	77706	1457020800.0
228	69350	16543	1457020800.0
229	5825	31485	1457020800.0
229	68590	21027	1457020800.0
230	58998	20011	1457020800.0
230	4076	150347	1457020800.0
230	4076	79984	1457020800.0
230	23761	53116	1457020800.0
230	78103	201335	1457020800.0
231	51760	467581	1457020800.0
231	51760	156650	1457020800.0
232	74933	24960	1457020800.0
232	74933	323643	1457020800.0
232	64599	299092	1457020800.0
232	13189	63600	1457020800.0
232	13189	87624	1457020800.0
232	13189	132310	1457020800.0
232	13189	338320	1457020800.0
233	11017	214750	1457020800.0
233	7544	465289	1457020800.0
233	7545	107207	1457020800.0
233	34592	681517	1457020800.0
233	12145	422969	1457020800.0
234	88887	48915	1457020800.0
234	13749	108812	1457020800.0
236	95117	881408	1454688000.0
236	8756	240802	1454688000.0
236	8756	357311	1454688000.0
236	8756	261567	1454688000.0
236	8756	50550	1454688000.0
236	82691	693492	1454688000.0
236	82691	204903	1454688000.0
236	1329	735294	1454688000.0
236	42605	331430	1454688000.0
236	17450	900926	1454688000.0
236	34093	847609	1454688000.0
236	34093	286797	1454688000.0
236	34093	153922	1454688000.0
236	28367	990534	1454688000.0
238	57717	152437	1461513600.0
238	57717	466028	1461513600.0
238	57717	95577	1461513600.0
238	13281	587275	1461513600.0
238	35715	555190	1461513600.0
239	10193	526437	1454688000.0
239	11385	418197	1454688000.0
239	34192	167390	1454688000.0
239	34192	436928	1454688000.0
239	34192	451318	1454688000.0
239	34192	478290	1454688000.0
239	135915	552067	1454688000.0
239	135915	548008	1454688000.0
239	47363	739971	1454688000.0
239	47363	538585	1454688000.0
239	47363	73648	1454688000.0
240	1299	621241	1462723200.0
240	2176	7861	1462723200.0
240	16952	83124	1462723200.0
240	18635	195844	1462723200.0
240	89791	604626	1462723200.0
240	89791	393548	1462723200.0
240	13574	534348	1462723200.0
240	13574	27809	1462723200.0
240	13574	457053	1462723200.0
240	36181	109066	1462723200.0
240	175662	636941	1462723200.0
240	47412	513717	1462723200.0
240	14222	265897	1462723200.0
240	14222	488488	1462723200.0
240	36584	436569	1462723200.0
242	78211	138865	1462723200.0
242	78211	1146270	1462723200.0
242	78211	32077	1462723200.0
244	15642	12749	1462723200.0
244	15642	190266	1462723200.0
244	15642	55441	1462723200.0
244	117877	116322	1462723200.0
245	12319	46063	1462723200.0
245	12319	10329	1462723200.0
245	36685	31170	1462723200.0
248	13326	561973	1457020800.0
248	13326	681518	1457020800.0
248	13326	68157	1457020800.0
248	13558	577759	1457020800.0
248	13595	708524	1457020800.0
249	50551	127883	1457107200.0
249	11881	20556	1457107200.0
250	20748	273066	1457107200.0
250	22470	146538	1457107200.0
250	84873	31434	1457107200.0
250	41781	211766	1457107200.0
250	41781	123275	1457107200.0
250	5986	246481	1457107200.0
255	645	39932	1457107200.0
255	31033	293762	1457107200.0
255	159774	903018	1457107200.0
255	10858	941278	1457107200.0
257	33919	610107	1457020800.0
257	33919	52086	1457020800.0
257	26149	550248	1457020800.0
257	707	1052790	1457020800.0
257	62441	937649	1457020800.0
257	20054	1171172	1457020800.0
259	79526	2675	1454774400.0
259	6078	54644	1454774400.0
259	47296	50046	1454774400.0
259	47296	253111	1454774400.0
262	39403	39575	1454774400.0
262	1296	10654	1454774400.0
275	206301	33699	1462377600.0
275	164363	93095	1462377600.0
282	32138	432120	1459526400.0
282	30618	381967	1459526400.0
282	32817	114291	1459526400.0
282	12229	915232	1459526400.0
282	13099	254641	1459526400.0
282	35641	160434	1459526400.0
282	36662	756992	1459526400.0
282	36662	619072	1459526400.0
282	14473	1026337	1459526400.0
285	46632	231788	1459526400.0
285	79064	214447	1459526400.0
285	5392	650514	1459526400.0
285	36146	425340	1459526400.0
285	90248	156445	1459526400.0
285	13983	391065	1459526400.0
285	47296	7342	1459526400.0
285	47296	456801	1459526400.0
285	14001	79402	1459526400.0
285	47708	195935	1459526400.0
285	7398	115016	1459526400.0
285	14934	954759	1459526400.0
301	10271	38679	1457366400.0
301	32971	242029	1457366400.0
301	32971	304616	1457366400.0
303	4081	22863	1454688000.0
303	11881	6859	1454688000.0
303	29254	122993	1454688000.0
303	36703	131238	1454688000.0
305	40156	37325	1454688000.0
305	9154	173987	1454688000.0
305	2920	84270	1454688000.0
305	2922	119515	1454688000.0
308	36035	24018	1459526400.0
308	36035	73199	1459526400.0
308	36035	57932	1459526400.0
308	171278	70870	1459526400.0
308	14382	39208	1459526400.0
308	14382	77731	1459526400.0
312	20521	553123	1461513600.0
312	20521	269891	1461513600.0
312	20521	89701	1461513600.0
312	1511	113553	1461513600.0
312	1511	373798	1461513600.0
312	2273	1197156	1461513600.0
312	2273	699837	1461513600.0
314	31079	489795	1454688000.0
314	83484	889947	1454688000.0
314	32138	388678	1454688000.0
314	2865	58451	1454688000.0
314	36142	1005546	1454688000.0
314	13760	1164545	1454688000.0
314	13960	726109	1454688000.0
315	30839	139847	1454688000.0
315	30839	63711	1454688000.0
315	11586	91822	1454688000.0
315	67789	25326	1454688000.0
315	67789	155145	1454688000.0
317	49502	285291	1454688000.0
317	110695	532287	1454688000.0
317	172299	190963	1454688000.0
317	2166	539811	1454688000.0
317	10073	560094	1454688000.0
317	17437	613887	1454688000.0
317	29260	222168	1454688000.0
318	134713	10325	1454688000.0
318	248779	37636	1454688000.0
320	9154	98359	1454688000.0
320	9154	33975	1454688000.0
328	8789	64521	1463328000.0
328	4583	716396	1463328000.0
329	90107	440385	1454688000.0
329	9582	253194	1454688000.0
329	2743	173182	1454688000.0
329	63620	389963	1454688000.0
329	32817	1063421	1454688000.0
329	64648	912270	1454688000.0
329	5650	702505	1454688000.0
329	35640	511396	1454688000.0
329	19679	365238	1454688000.0
329	19679	497871	1454688000.0
329	19679	426120	1454688000.0
329	19679	237108	1454688000.0
329	19679	563300	1454688000.0
334	72562	18143	1454688000.0
334	57835	10989	1454688000.0
334	13520	13405	1454688000.0
335	48167	10252	1457020800.0
335	36694	41957	1457020800.0
337	11559	150530	1459526400.0
337	66165	26266	1459526400.0
338	1356	283237	1459526400.0
338	1407	88812	1459526400.0
338	3717	14284	1459526400.0
338	4016	113675	1459526400.0
338	4016	57470	1459526400.0
338	60	336859	1459526400.0
339	5413	29056	1459526400.0
339	35380	105991	1459526400.0
341	4991	1193265	1459526400.0
341	5045	818780	1459526400.0
341	24764	567964	1459526400.0
341	5828	934512	1459526400.0
341	13326	692979	1459526400.0
341	35980	163387	1459526400.0
341	35980	1110217	1459526400.0
341	35981	657297	1459526400.0
341	6078	498506	1459526400.0
341	36411	834405	1459526400.0
341	14441	1150039	1459526400.0
341	7241	28475	1459526400.0
341	58524	15244	1459526400.0
341	14889	609962	1459526400.0
341	14889	118230	1459526400.0
342	86512	12001	1459526400.0
342	86512	100394	1459526400.0
342	86513	44050	1459526400.0
343	30165	749789	1459526400.0
343	9308	13143	1459526400.0
354	3314	355057	1464019200.0
354	3314	332148	1464019200.0
354	3314	445184	1464019200.0
354	12720	347598	1464019200.0
354	12720	155144	1464019200.0
354	12720	201516	1464019200.0
354	12720	438023	1464019200.0
356	71942	170475	1454688000.0
356	61771	211154	1454688000.0
356	16852	184232	1454688000.0
356	75611	225698	1454688000.0
356	75611	1040473	1454688000.0
356	181073	140766	1454688000.0
356	28367	116178	1454688000.0
356	28376	1073410	1454688000.0
356	68398	11444	1454688000.0
361	34081	41343	1461513600.0
361	5058	9300	1461513600.0
362	34994	110850	1461513600.0
362	57162	17744	1461513600.0
362	36809	16850	1461513600.0
362	14444	11351	1461513600.0
363	51257	169534	1459526400.0
363	3138	168304	1459526400.0
363	36118	16569	1459526400.0
363	36642	112803	1459526400.0
364	3642	22303	1455984000.0
364	336354	8679	1455984000.0
365	882	12862	1456070400.0
365	882	260590	1456070400.0
365	882	213173	1456070400.0
365	40156	27935	1456070400.0
365	9154	51021	1456070400.0
365	9154	101607	1456070400.0
365	2920	74615	1456070400.0
366	76154	249596	1459526400.0
366	13991	279538	1459526400.0
367	85799	93348	1459526400.0
367	126892	13741	1459526400.0
367	126991	677451	1459526400.0
370	169756	533610	1461513600.0
370	30516	58740	1461513600.0
370	180372	317155	1461513600.0
370	236824	96663	1461513600.0
370	236824	751203	1461513600.0
370	30785	21769	1461513600.0
371	9971	202032	1461513600.0
371	12135	102434	1461513600.0
371	81645	8924	1461513600.0
371	81645	119580	1461513600.0
372	66806	787530	1461513600.0
372	70860	852252	1461513600.0
372	3855	267762	1461513600.0
372	35324	1022555	1461513600.0
372	5451	13346	1461513600.0
372	25442	532220	1461513600.0
